7	COUTYP4
10	AGE3
11	NOMARR2
12	SERVICE
23	SEXATRACT
24	SEXIDENT
33	IRMARIT
45	SEXAGE
46	NEWRACE2
96	IRWRKSTAT18
116	HLTINALC
117	HLTINDRG
164	INCOME
166	BOOKED
201	CIGEVER
340	MJEVER
406	COCEVER
434	HEREVER
448	LSD
449	PCP
450	PEYOTE
451	MESC
452	PSILCY
453	ECSTMOLLY
454	KETMINESK
455	DMTAMTFXY
456	SALVIADIV
463	HALLUCEVR
524	METHAMEVR
538	PNRNMLIF
574	FENTNMYR
578	TRQNMLIF
606	STMANYLIF
638	SEDANYLIF
902	CIGFLAG
925 ALCFLAG
1161    CIGAVGM
2297	YO_MDEA4
2453	WTPOUND2
